,28-Jan,,43528,,,,,,05-Mar,,,,,,,,Mar-14,,,,22-Mar,,,,,,Mar-25,,,,,,Apr-11,,,,,,Apr-12,,Apr-17,,,,19-Apr,,,,Apr-22,,,,,,23.04.2019,,,,,,,,01-Apr,,11049,,42125,,.,,,,May-16,,,,,,44682,,,,,,,,46874,,,,,,47239,,,,Jun-21,,,,Julu 23,,,,,,,,Jul-24,,Jul-25,,Jul-26,,,,,,,,,,Sep-02,,,,,,,,Sep-03,,,,Sep-05,,,,19-Sep,,,,,,Sep-20,,Oct-02,,,,,,,,Dec-01,,,,,,03.12.2019,,,,04.12.2019,,,,,,Jan-22,,,,,,Jan-23,,,,Jan-27,,,,,,Jan-29,,,,Feb-05,,,,10-Feb,,,,13-Feb,,,,,,14-Feb,,,,,,19-Feb,,,,20-Feb,,,,,,,,Feb-26,,,,Mar-03,,,,,,Mar-04,,,,,,Mar-09,,,,,
2*Rb,1334.559961,,1501.4,,849.6,,1328.940039,,720.4799805,,758.4399902,,1254.77998,,,,1084,,850.2599609,,1004.47998,,1372.42002,,165.3399902,,450.7600098,,2103.940039,,569.3200195,,699.9600098,,829.8,,818.7,,1256.22002,,,,175.4800049,,768.4799805,,991.3,,333.4600098,,275.8399902,,702.0799805,,554.2,,2609.980078,,3276.580078,,969.7400391,,882.4200195,,1087.959961,,905.0799805,,1811.719922,,892.5,,1898.959961,,1318.859961,,1357.8,,1618.459961,,1283.959961,,1019.1,,586.4799805,,928.3599609,,1711.380078,,844.3200195,,856.1,,467.5,,271.7199951,,145.5,,979.7599609,,1383.840039,,1025.440039,,1851.559961,,1310.240039,,1868.119922,,1647,,530.4399902,,1674.080078,,1012.1,,1107.8,,1055.4,,478.9,,1658.240039,,1950.740039,,303.7399902,,180.7399902,,926.7,,917.0400391,,166.3600098,,1816.019922,,1308.6,,591.1399902,,1050.96,,1704.76,,697.0800195,,621.8999902,,127.5499902,,375.1300195,,219.0999902,,,,140.9799951,,1421.119961,,3539.06,,881.9000391,,737.7899805,,450.5700098,,1331.969961,,997.2199609,,1071.53002,,195.0200098,,507.1200098,,1625.290078,,583.06,,1075.61,,1473.18002,,724.81,,738.5500391,,182.1200098,,943.7500391,,235.7999902,,176.0999902,,46.84000488,,1137.550039,,532.06,,631.7700098,,111.6200098,,717.31,,129.66,,1865.679922,,1447.869961,,0,,1565.979922,,126.7400049,,152.1999902,,89.26,,803.7399805,,305.3999902,,656.8899805,,729.6300195,,683.1700098,,548.36,
FR 2*Rb,32.05128098,,35.46099472,,21.83406067,,27.70083046,,27.10027122,,26.1096611,,22.02643204,,,,14.02524567,,19.53125,,27.32240486,,30.67484665,,8.347245216,,15.08295631,,31.44654083,,20.92050171,,19.56947136,,25.57544708,,26.1096611,,16.6112957,,,,6.715916634,,29.58579826,,19.68503952,,10.30927849,,8.826125145,,28.40909004,,19.72386551,,38.16793823,,26.04166603,,30.76922989,,32.67973709,,25.12562752,,29.76190567,,51.81347275,,26.38522339,,33.2225914,,24.50980377,,22.7790432,,28.73563194,,28.8184433,,22.57336426,,20.36659813,,18.90359116,,27.24795723,,30.58103943,,26.24671936,,26.73796844,,9.233610153,,3.436426163,,21.00840378,,36.6300354,,28.40909004,,37.73584747,,35.33568954,,48.54368973,,42.91845322,,53.19149017,,42.91845322,,26.24671936,,37.0370369,,24.44987869,,13.12335968,,37.0370369,,51.28205109,,9.920635223,,12.83697033,,34.72222137,,30.30303001,,31.05590057,,45.24886703,,33.5570488,,26.45502663,,22.72727203,,31.25,,20.44989777,,20.53388023,,5.652911186,,30.72196579,,17.1232872,,,,15.67398167,,27.85515404,,36.5630722,,20.42900848,,21.64502144,,17.27115631,,22.24694061,,31.64556885,,33.8409462,,20.87682724,,18.62197304,,28.08988762,,14.99250412,,29.76190567,,38.38771439,,23.86634827,,22.07505608,,27.93296051,,24.36053658,,23.2558136,,19.53125,,30.76922989,,25.28445053,,33.95585632,,22.88329506,,14.71670341,,29.02757645,,7.974481583,,41.15226364,,32.15434265,,0,,42.64392471,,9.551098824,,10.3305788,,6.082725048,,26.24671936,,17.59014893,,20.61855698,,23.09468842,,17.65225029,,24.69135857,
F50,19.30501938,,22.83105087,,18.05054092,,18.6567173,,19.15708733,,20.83333397,,14.97006035,,,,11.57407379,,18.45018387,,20.66115761,,18.24817467,,14.92537308,,20.66115761,,18.72659111,,23.69668198,,15.57632446,,22.12389374,,22.62443352,,12.65822792,,,,11.33786869,,35.97122192,,14.20454502,,13.40482616,,48.54368973,,20.08032036,,20.16129112,,19.9203186,,13.73626328,,20.92050171,,22.83105087,,14.83679485,,20.66115761,,30.67484665,,24.03846169,,24.75247574,,20.66115761,,17.42160225,,21.83406067,,24.50980377,,19.37984467,,23.0414753,,18.3150177,,27.02702713,,27.02702713,,25.77319527,,28.73563194,,25.51020432,,30.12048149,,20.08032036,,24.39024353,,27.32240486,,24.8756218,,22.72727203,,26.88171959,,33.5570488,,41.66666794,,26.45502663,,19.37984467,,26.45502663,,20.2429142,,25.12562752,,25.90673637,,31.64556885,,22.3214283,,20.32520294,,26.04166603,,24.27184486,,25.51020432,,36.231884,,23.2558136,,26.45502663,,19.76284599,,23.0414753,,15.625,,17.30103874,,15.52795029,,29.49852562,,26.17801094,,,,21.45922661,,21.55172348,,22.47191048,,20.16129112,,16.7785244,,14.36781597,,19.30501938,,25.0626564,,26.73796844,,16.12903214,,18.24817467,,16.44736862,,15.31393528,,24.75247574,,24.9376564,,12.80409718,,22.7790432,,22.52252197,,21.73913002,,14.08450699,,10.46025085,,19.6078434,,28.5714283,,40.16064072,,20.83333397,,28.01120377,,23.47417831,,14.64128876,,24.39024353,,20,,,,24.21307564,,14.00560188,,16.94915199,,16.33986855,,21.83406067,,21.18644142,,16.89189148,,19.88071632,,16.97792816,,22.67573738,
I50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frange Ratio,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO,,,,,,,,MO,,,,#DIV/0!,,,,,,,,,,MO,,,,MO,,MO,,MO,,,,4.452054772,,3.359050307,,8.818182031,,3.055214867,,4.980769242,MO,4.163366258,,6.078512458,,5.89198591,,9.475982263,MO,5.127451026,MO,7.740310157,,6.709677831,,9.98534761,MO,6.908108161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,667.2799805,N/A,750.7,N/A,424.8,N/A,664.4700195,N/A,360.2399902,N/A,379.2199951,N/A,627.3899902,N/A,,,542,N/A,425.1299805,N/A,502.2399902,N/A,686.2100098,N/A,82.66999512,N/A,225.3800049,N/A,1051.97002,N/A,284.6600098,N/A,349.9800049,N/A,414.9,N/A,409.35,N/A,628.1100098,N/A,,,87.74000244,N/A,384.2399902,N/A,495.65,N/A,166.7300049,N/A,137.9199951,N/A,351.0399902,N/A,277.1,N/A,1304.990039,N/A,1638.290039,N/A,484.8700195,N/A,441.2100098,N/A,543.9799805,N/A,452.5399902,N/A,905.8599609,N/A,446.25,,949.4799805,,659.4299805,,678.9,,809.2299805,,641.9799805,,509.55,,293.2399902,,464.1799805,,855.6900391,,422.1600098,,428.05,,233.75,,135.8599976,N/A,72.75,N/A,489.8799805,N/A,691.9200195,N/A,512.7200195,N/A,925.7799805,N/A,655.1200195,N/A,934.0599609,N/A,823.5,N/A,265.2199951,N/A,837.0400391,N/A,506.05,N/A,553.9,N/A,527.7,N/A,239.45,N/A,829.1200195,N/A,975.3700195,N/A,151.8699951,N/A,90.36999512,N/A,463.35,N/A,458.5200195,N/A,83.18000488,N/A,908.0099609,N/A,654.3,N/A,295.5699951,N/A,525.48,N/A,852.38,N/A,348.5400098,N/A,310.9499951,N/A,63.77499512,N/A,187.5650098,N/A,109.5499951,N/A,,,70.48999756,N/A,710.5599805,N/A,1769.53,N/A,440.9500195,N/A,368.8949902,N/A,225.2850049,N/A,665.9849805,N/A,498.6099805,N/A,535.7650098,N/A,97.51000488,N/A,253.5600049,N/A,812.6450391,N/A,291.53,N/A,537.805,N/A,736.5900098,N/A,362.405,N/A,369.2750195,N/A,91.06000488,N/A,471.8750195,N/A,117.8999951,N/A,88.04999512,N/A,23.42000244,N/A,568.7750195,N/A,266.03,N/A,315.8850049,N/A,55.81000488,N/A,358.655,N/A,64.83,N/A,932.8399609,N/A,723.9349805,N/A,,,782.9899609,N/A,63.37000244,N/A,76.09999512,N/A,44.63,N/A,401.8699902,N/A,152.6999951,N/A,328.4449902,N/A,364.8150098,N/A,341.5850049,N/A,274.18,N/A
,674.4100098,14.02524567,757.9799805,13.75515842,433.5799805,11.41552544,672.4200195,12.59445858,373.9800049,7.283321381,394.5200195,6.5359478,638.9299805,8.658008575,,,571.8299805,3.352329969,439.7799805,6.821282387,520.3700195,5.515719891,701.3799805,6.591958046,104.0900024,4.66635561,244.1800049,5.32198,1061.85,10.11122322,311.8600098,3.676470518,366.55,6.035003185,427.5700195,7.892659664,422.3200195,7.716049194,654.4200195,3.800836086,,,113.35,3.903200626,402.2100098,5.564830303,557.9200195,1.605909705,188.45,4.60405159,206.1300049,1.465845823,360.9399902,10.10101032,292.2100098,6.622516632,1313.15,12.26993847,1656.9,5.373455048,496.5399902,8.576329231,450.9600098,10.2564106,554.8899902,9.174311638,473.8899902,4.686035633,910.85,20.08032036,456.6200195,9.652509689,955.7099609,16.12903214,674.1399902,6.798096657,695.8200195,5.913660526,830.9400391,4.608294964,652.4299805,9.560229301,529.5200195,5.007511139,307.8100098,6.868131638,491.45,3.668378592,866.7099609,9.074410439,434.4100098,8.163265228,449.3899902,4.686035633,246.4100098,7.892659664,159.3900024,4.249893665,100.3300049,3.625815868,507.7700195,5.589715004,703.2700195,8.810572624,524.0600098,8.818342209,954.7799805,3.448275805,662.1,14.3472023,939.8599609,17.27115631,836.3799805,7.763975143,302.0199951,2.717391253,839.0799805,49.50495148,530.3100098,4.120313168,570.2899902,6.101281166,545.65,5.567928791,259.3699951,5.02008009,838.1299805,11.08647442,980.3,20.2839756,176.2699951,4.098360538,108.4900024,5.518764019,477.5700195,7.032348633,471.7299805,7.564296722,93.35,9.832841873,947.9,2.506893873,666.1399902,8.438818932,308.1699951,7.936507702,545.4400098,5.010020256,872.1500195,5.058168888,368.7400098,4.95294714,328.3699902,5.740528107,84.56499756,4.810004711,198.2150098,9.389671326,124.5200024,6.684492111,,,81.28999756,9.259259224,745.2349805,2.883090734,1793.305,13.5685215,449.3500195,11.91185188,394.73,3.86996913,240.7249951,6.476684093,681.8500195,6.30715847,545.7150098,2.122916937,553.13,5.760368824,114.5499951,5.861664772,267.5249951,7.160758972,827.1750195,6.884681702,309.705,5.502063274,555.6599805,5.599103928,743.8150098,13.86001396,372.9349805,9.505702972,380.53,8.884940147,104.3200024,7.541478157,481.08,10.86956501,131.2200024,7.513147831,106.2499951,5.494505405,40.73,5.77700758,591.6849805,4.364906311,279.1350049,7.633587837,330.4249951,6.879944801,68.32499512,7.990411282,368.5199902,10.1368475,86.73999756,4.565167904,937.2200391,22.8571434,731.2099805,13.75515842,,,788.7250195,17.46724892,82.53,5.21920681,93.77000244,5.656108379,65.04999512,4.897159576,412.7750195,9.174311638,166.3850049,7.304601669,340.2249951,8.488964081,380.8449902,6.238303185,361.7150098,4.967710018,289.4699902,6.540222168
,681.95,13.26259995,765.1799805,13.86962509,442.7899902,10.86956501,680.5,12.37623787,383.6600098,10.3305788,406.0100098,8.695652008,648.9299805,10.01000977,,,594.05,4.500450134,455.3200195,6.439149857,528.6299805,12.12121201,710.8799805,10.52631569,121.5,5.743825436,261.3300049,5.827506065,1072.490039,9.398496628,320.9199951,11.04972363,380.7,7.072135925,441.3899902,7.235889912,433.1299805,9.250694275,674.4,5.007511139,,,134.3400024,4.766444206,424.2299805,4.541326046,573.5600098,6.393861771,206.8800049,5.425935745,221.0800049,6.688963413,370.85,10.09081745,305.45,7.547169685,1321.15,12.5,1674.009961,5.844535351,505.3200195,11.37656403,458.5799805,13.14060402,566.2100098,8.833922386,487.8700195,7.153075695,914.8799805,24.81389618,466.3899902,10.22494888,963,13.69863033,688.1,7.168458939,709.7,7.204610825,843.3700195,8.038585663,661.6,10.91703033,544.2100098,6.807352066,318.4800049,9.363295555,507.9600098,6.053268909,875.3599609,11.56069374,443.0100098,11.6279068,458.5299805,10.94091892,255.1,11.52073765,177.7,5.461496353,165.8,1.52718389,528.1399902,4.909180164,712.45,10.89324665,536.1299805,8.285004616,962.5700195,12.8534708,668.7600098,15.03759384,947.2900391,13.45895004,856.2099609,5.042864323,306.0300049,25,841.2599609,45.87155914,546.6299805,6.127450943,588.9,5.373455048,553.2,13.26259995,274,6.839945316,853.4400391,6.5359478,985.0299805,21.14164925,193.15,5.924170494,120.9400024,8.032128334,486.4100098,11.29943466,482.1200195,9.624639511,100.1800049,14.64128876,991.4599609,2.295684099,675.55,10.63829803,319.8699951,8.547008514,557.0199902,8.628128052,887.5599805,6.493506432,383.63,6.715916634,342.1499951,7.256894112,103.4649976,5.291005135,207.1499951,11.19194221,135.9399976,8.756567001,,,90.69999512,10.62699223,763.3900098,5.509641647,1817.639961,3.361344576,457.6650098,12.03369427,410.4900098,6.34517765,253.555,7.794232368,694.1900098,8.100445747,555.0250195,10.74113846,559.2849805,16.24695396,122.5600049,12.51564503,279.5350049,8.329862595,840.605,7.446016312,324.7900098,6.629101753,564.98,10.7353735,753.9949902,9.818360329,383.33,9.615385056,393.5400098,7.683442116,115.18,9.20810318,488.6500195,13.21004009,141.7700024,9.469696999,121.8700024,6.406149864,54.37000244,7.33137846,602.3500195,9.38086319,290.705,8.639308929,340.505,9.915716171,77.69999512,10.66666698,377.6099805,11.00110054,105.7850049,5.249343872,941.7399609,22.14839363,738.3250195,14.05481339,,,794.2149609,18.2149353,97.08999756,6.868131638,107.98,7.037297726,82.88999756,5.605381012,419.8699902,14.09443283,182.3499951,6.263701916,350.755,9.496676445,389.6750195,11.33144474,383.9449902,4.498425484,301.6699902,8.196721077
,689.2799805,13.66120243,772.6700195,13.35113525,452.9200195,9.871667862,687.35,14.59854031,392.7799805,10.96491241,413.2899902,13.75515842,658.1700195,10.82251072,,,613.3700195,5.173305511,468.7799805,7.429420471,540.3299805,8.547008514,716.35,18.3150177,136.4400024,6.69792366,274.35,7.680491447,1080.859961,11.96172237,335.1100098,7.042253494,393.8200195,7.616146088,450.3399902,11.17318439,443.35,9.78473568,687.8799805,7.418397427,,,152.4300049,5.527915955,446.2299805,4.54338932,584.4,9.225091934,222.6100098,6.357279301,235.7699951,6.811989307,379.2699951,11.86239624,316.1100098,9.38086319,1327.4,16,1689.030078,6.657789707,513.5399902,12.18026829,464.3799805,17.24137878,574.8799805,11.53402519,498.4399902,9.460738182,918.7900391,25.57544708,476.2,10.20408154,969.6299805,15.10574055,699.2799805,8.93655014,723.9700195,7.007708549,853.5200195,9.852216721,671.8899902,9.708738327,555.45,8.904719353,328.5100098,9.980039597,522.3100098,6.968641281,884.2900391,11.19820786,451.9600098,11.17318439,468.4399902,10.09081745,264.4600098,10.67235851,193.4600098,6.34517765,194.9100098,3.436426163,537.0600098,11.21076202,719.45,14.28571415,544.8899902,11.41552544,970.3799805,12.80409718,674.9200195,16.23376656,952.0299805,21.14164925,862.5099609,15.8730154,313.2899902,13.75515842,844.0299805,36.10108185,561.2700195,6.830601215,595.9799805,14.12429333,566.1399902,7.727975368,286.6800049,7.886435509,861.1299805,12.98701286,989.6900391,21.45922661,207.3399902,7.047216415,131.6699951,9.319664955,493.1100098,14.92537308,490.4899902,11.96172237,106.5199951,15.77287102,1031.17002,2.517623425,683.5899902,12.4378109,332.7600098,7.757951736,566.9500195,10.08064556,905.9000195,5.44959116,398.0400098,6.934812546,354.1100049,8.368201256,121.1499951,5.652911186,215.4650098,12.02645779,146.9100049,9.107467651,,,99.48999756,11.37656403,776.0750195,7.886435509,1823.545039,6.222775459,464.2099805,15.27883911,422.4900098,8.333333015,265.305,8.510638237,707.9699902,7.256894112,563.3849805,11.96172237,575.3099805,6.238303185,136.0700024,7.390983105,290.1850049,9.38526535,849.2250195,11.60766125,338.2850049,7.410151958,574.005,11.07419682,762.2150098,12.1654501,392.4699902,10.94690704,402.9449902,10.63264179,125.3999951,9.78473568,495.5400098,14.51378822,150.4499951,11.53402519,135.4700024,7.347538471,65.24999512,9.182736397,610.1900098,12.75510216,302.255,8.661758423,349.98,10.55966187,87.755,9.945301056,385.8650098,12.11387062,122.655,5.929439545,946.2250195,22.29654312,743.8599805,18.08318329,,,799.8849805,17.62114525,110.0100049,7.739938259,122.5499951,6.863418102,99.33,6.082725048,430.205,9.675858498,193.505,8.964590073,369.1150098,5.446623325,399.23,10.46025085,400.1000195,6.190033913,308.6749951,14.27551746
,694.85,17.95332146,778.9799805,15.8730154,461.3,11.91895103,693.8100098,15.47987652,400.7799805,12.5,423,10.29866123,667.35,10.89324665,,,632.3,5.285412312,479.65,9.199631691,547.15,14.66275692,722.6,16,150.5099976,7.107320309,285.9,8.658008575,1090.1,10.82251072,346.5199951,8.764242172,405.0899902,8.880994797,459.6299805,10.77586174,452.4100098,11.03752804,702.6100098,6.78426075,,,169.4400024,5.875440598,454.8799805,11.57407379,595.8299805,8.748906136,236.3699951,7.272727489,248.6800049,7.739938259,387.6799805,11.90476227,325.9300049,10.19367981,1334.07002,14.99250412,1703.569922,6.872852325,520.8100098,13.75515842,471.4299805,14.18439674,583.5200195,11.57407379,506.5399902,12.34567928,922.8299805,24.69135857,483.9899902,12.82051277,976.7900391,13.96648026,709.1,10.18329906,736.3899902,8.051529884,862.0700195,11.7096014,679.85,12.56281376,565.8899902,9.569377899,338.45,10.06036186,535.1299805,7.800312042,897.0700195,7.824726105,460.7899902,11.32502842,477.9299805,10.53740788,271.7800049,13.66120243,208.2600098,6.756756783,216.3699951,4.657661915,545.5100098,11.83431911,725.75,15.8730154,554.25,10.68376064,978.4400391,12.40694809,680.7899902,17.00680351,964.7900391,7.830853462,878.6200195,6.207324505,318.6600098,18.62197304,846.6099609,38.75968933,571.5600098,9.718173027,602.5399902,15.24390221,573.4600098,13.67989063,303.1300049,6.075334072,870.1299805,11.11111069,994.0799805,22.7790432,221.1699951,7.230658054,141.85,9.813542366,500.1799805,14.16430569,498.7799805,12.06272602,112.2599976,17.42160225,1087.759961,1.767096639,691.2,13.14060402,341.6399902,11.26126099,577.1699902,9.78473568,921.0200391,6.618133545,409.8900098,8.438818932,364.5199902,9.606147766,135.4850049,6.975933075,222.1350049,14.99250412,158.8199902,8.396306038,,,107.33,12.73885345,790.2649609,7.044734001,1839.745039,6.359300613,470.8949902,14.95886326,434.905,8.058017731,276.4100049,9.004952431,718.5000195,9.501187325,568.8199902,18.41620636,580.4500195,19.47419739,143.73,13.0718956,300.5249951,9.671179771,862.555,7.49625206,351.3650098,7.645259857,582.6199902,11.61440182,769.705,13.34222794,401.58,10.97694874,414.03,9.02120018,134.1899976,11.37656403,503.0400098,13.33333302,158.83,11.91895103,147.4200024,8.375209808,75.21000488,10.05025101,618.7900098,11.62115097,312.6600049,9.610764503,360.4900098,9.510223389,98.23999756,9.537434578,393.3150098,13.42281914,137.1450024,6.89893055,951.1700391,20.20202065,749.8150098,16.79261208,,,804.1750195,23.33722305,121.3399976,8.826125145,133.5899976,9.057971001,113.0600049,7.283321381,441.03,9.233610153,201.7199902,12.18026829,378.4500195,10.71237278,409.9650098,9.319664955,413.8849805,7.254261971,318.7699902,9.905894279
,700.3399902,18.2149353,785.0299805,16.52892494,470.5799805,10.78748608,700.5399902,14.85884094,408.6100098,12.78772354,430.1700195,13.94700146,676.2200195,11.27395725,,,649.45,5.830904007,489.5700195,10.08064556,556.6100098,10.57082462,728.4299805,17.15265846,162.4900024,8.347245216,297.1399902,8.904719353,1097.27998,13.90820599,357.4399902,9.15750885,416.8799805,8.48176384,467.3700195,12.91989708,460.9200195,11.7508812,713.7,9.017132759,,,184.3300049,6.715916634,466.4700195,8.620689392,606.0600098,9.77517128,249.5399902,7.59301424,261.2699951,7.942811966,395.15,13.38688087,337.05,8.992805481,1340.97002,14.49275398,1711.95,11.94743156,529.6,11.36363602,478.6,13.92757702,593.7200195,9.8039217,514.0299805,13.35113525,926.7700195,25.44529343,491.5899902,13.17523098,985.1900391,11.89060688,718.2700195,10.91703033,747.75,8.810572624,869.5900391,13.29787254,687.0299805,13.94700146,575.8799805,10.02004051,348.2100098,10.24590206,546.4600098,8.833922386,904.4099609,13.62397861,469.1,12.03369427,487.7899902,10.13171196,278.1199951,15.77287102,221.7300049,7.423904896,231.5100098,6.605020046,554.2,11.50747967,732.3399902,15.17450714,562.2200195,12.56281376,986.0900391,13.0718956,686.85,16.50164986,968.9700195,23.98081589,883.7400391,19.56947136,322.8699951,23.75296974,849.0700195,40.65040588,578.7600098,13.90820599,607.8100098,18.97533226,587.4200195,7.163323879,315.0300049,8.410429001,878.2,12.40694809,998.3400391,23.47417831,233.5399902,8.08407402,151,10.94091892,507.5899902,13.49527645,505.95,13.94700146,117.4900024,19.1204586,1093.15,18.58736038,701.4600098,9.746588707,350.8399902,10.86956501,586.58,10.62699223,933.8099805,7.818608284,421.5400098,8.583690643,374.58,9.930486679,149.8749951,6.949270248,228.2749951,16.28664589,167.8699902,11.04972363,,,115.0100049,13.03780937,801.4399609,8.952551842,1844.749922,5.24383831,477.2599805,15.71091938,445.2599805,9.657170296,286.4350049,9.97506237,726.8699902,11.96172237,576.6150098,12.82051277,586.1949902,17.42160225,150.2999951,15.22070026,310.5150098,10.01000977,870.8599805,12.05545521,363.6849805,8.11359024,591.155,11.71646118,774.98,18.97533226,410.5000195,11.2170496,422.6000195,11.66861153,142.38,12.19512177,510.88,12.74697304,167.4199902,11.65501213,158.5199902,9.009009361,84.24999512,11.04972363,629.0900098,9.708738327,322.7949902,9.861932755,369.9349805,10.59322071,105.8350049,13.16655731,401.3000195,12.52348137,151.9700024,6.745362759,955.48,23.20185661,756.5849805,14.74926281,,,811.0149609,14.60920334,131.8100049,9.551098824,143.9399976,9.671179771,125.93,7.77000761,449.8250195,11.37009621,212.555,9.225091934,387.9750195,10.49868774,418.4000195,11.84834099,425.2599805,8.791209221,326.7699902,12.5
,705.9200195,17.92114639,791.1,16.47446442,478.7799805,12.19512177,707.0299805,15.40832043,415.9600098,13.58695698,437.0700195,14.49275398,684.9299805,11.48105621,,,664.9899902,6.430868149,498.7799805,10.85776329,563.1600098,15.29051971,734.2600098,17.18213081,173.9800049,8.695652008,307.2800049,9.852216721,1104.090039,14.70588207,366.3699951,11.19820786,427.8200195,9.140768051,477.0899902,10.27749252,468.6,13.00390148,723.9899902,9.727626801,,,198.8899902,6.868131638,474.8799805,11.89060688,617.05,9.107467651,261.7399902,8.196721077,272.6100098,8.826125145,402.4200195,13.75515842,344.6399902,13.17523098,1346.809961,17.1232872,1724.419922,8.019246101,537.0100098,13.49527645,485.95,13.62397861,600.8200195,14.08450699,520.5600098,15.31393528,930.5900391,26.1096611,498.5799805,14.28571415,991.2299805,16.58374786,727.4700195,10.86956501,758.8700195,8.984725952,879.3,10.29866123,697.05,9.980039597,585.4200195,10.4821806,355.85,13.08900547,556.7,9.756097794,912.0799805,13.03780937,475.6700195,15.22070026,497.2700195,10.55966187,284.9300049,14.68428802,234.0600098,8.110300064,246.7300049,6.57030201,565.8,8.628128052,738.1600098,17.18213081,571.0399902,11.32502842,992.5200195,15.52795029,692.2100098,18.6567173,974.4200195,18.3150177,889.6,17.03577423,327.6399902,20.96436119,851.6700195,38.46154022,590.25,8.695652008,614.5399902,14.85884094,595.2200195,12.80409718,323.2399902,12.18026829,884.7200195,15.33742332,1002.27998,25.3807106,244.05,9.51474762,159.9599976,11.14827156,515.5100098,12.61034012,512.8299805,14.5348835,122.4199951,20.2839756,1097.37002,23.69668198,709.4,12.59445858,358.6199951,12.8534708,595.3400098,11.41552544,944.9099805,9.000900269,432.3699902,9.242144585,384.03,10.58201027,162.5749951,7.874015808,234.4249951,16.26016235,176.1499951,12.07729435,,,122.3200024,13.67989063,814.6349805,7.575757504,1856.545039,8.467400551,483.8250195,15.22070026,455.1599805,10.10101032,295.88,10.58761215,736.1949902,10.72386074,582.53,16.9204731,591.5150098,18.79699326,156.23,16.86340714,320.3400098,10.1781168,878.7950391,12.6023941,375.4150098,8.525149345,600.38,10.83423615,780.6849805,17.54385948,418.4699902,12.53918457,432.1650098,10.45478344,150.7700024,11.91895103,517.3849805,15.38461494,175.73,12.01923084,168.8900098,9.633911133,92.59999512,11.99040794,636.23,14.00560188,331.7650098,11.15448952,378.5750195,11.57407379,113.4100049,13.20131969,408.205,14.4822588,168.38,6.093845367,960.4399609,20.1409874,762.2900098,17.54385948,,,817.8200391,14.69507694,141.4700024,10.35196686,153.6100049,10.3305788,137.78,8.438818932,455.33,18.16530418,220.6949902,12.28501225,397.3199902,10.70090961,427.0750195,11.52737713,436.6849805,8.752735138,334.33,13.22751331
